id	user	icon	portrait	English	Japanese	Final Notes	pic	Filenames	Codes					
				"Так что да, это потрясающе! И мы вас очень-очень любим."										
				"Косолапого Хама добавили в S:S&S EP, чтобы участники могли понять, что они сочувствующие, разумные люди."										
				"Только что мне сообщили о том, что Косолапого Хама отпустили с миром. Слава Богу."										
LOGFELLA_FOUNDATION	Logfella			...										
				...										
				...										
SCYTHIAN_FOUNDATION	The Scythian			"Мы только что вызвали лесного духа из глубокого, окаймлённого лилиями, пруда. Мы не совсем уверены, к чему это может привести."										
				"Пока над нами бушевала нескончаемая буря, мы научились петь Песнь Чаробейства и вызывать дремлющих лесных духов."										
				"Постой-ка... Почему я говорю о себе от первого лица? Я думала, наша история была рассказана от второго лица. #editingoversight"										
				"Мои мысли упорядочены в хронологическом порядке, таком, в каком я их подумала? Значит это то, что я думала пару секунд назад?"										
				"Так это и есть Мегатом? Он и правда перехватывает «словесные мысленные потоки»? Значит, я читаю свои мысли по мере того, как думаю их? Хм-м..."										
GIRL_FOUNDATION	Girl			...										
				...										
				...										
DOGFELLA_FOUNDATION	Dogfella			...										
				...										
				...										
LOGFELLA_DARKMOON	The Scythian			"Лесник рассказал о том, как он гулял во сне по лесу, за час до рассвета, под тёмным, грозовым небом."										
				"Он говорил о пульсирующем розовом отсвете и леденящей душу песне, полной ужаса, исходящей из глубин безымянного леса, что за лугом."										
				"Мы догадались, что Чурбан наверняка говорил о рок-концерте Новолуния."										
GIRL_DARKMOON	The Scythian			"Девушка рассказала о том, как она гуляла во сне по лесу, за час до рассвета, под тёмным, грозовым небом."										
				"Она рассказала о том, как укрылась от грозы внутри дуплистого ствола гигантского древа."										
				"Мы сразу поняли, о каком именно гигантском дуплистом дереве идёт речь."										
ARCHETYPE_DARKMOON	The Archetype			Берегитесь: Воцарилось Новолуние.			94	076.jpg	I7F69					
LOGFELLA_CRESCENTWAX	The Scythian			"Лесник рассказал о том, как он гулял во сне по лесу, за час до рассвета, во время растущей луны."										
				"Он говорил о существе, которое он встретил, о ком-то очень странном и голом. Может, это был медведь? Или человек? Или... Косолапый Хам?"			57	077.jpg	I7G7U					
GIRL_CRESCENTWAX	The Scythian			"Девушка была взволнована — сегодня ведь начало нового лунного месяца! Она предвкушала длинные дни, проведённые в посиделках на камнях."										
ARCHETYPE_CRESCENTWAX	The Archetype			"В небе появился посеребрённый полумесяц, отмечая начало нового 28-дневного лунного цикла."			118	045.jpg	Y4E5Q					
LOGFELLA_HALFWAX	The Scythian			"Лесоруб признал, что да, он действительно нарубил изрядное количество дров как раз вовремя."										
				"Он говорил о холодных, безжалостных зимах и глубоких снегах, что приходят сюда, в великие горы Кавказа, возвышающиеся над степями Скифии."										
				"Лесоруб намеревался добыть столько пищи и дров, сколько нужно для того, чтобы пережить эти длинные холодные месяцы."										
GIRL_HALFWAX	The Scythian			"Прошлой ночью во сне я гуляла по лесу и страшно хотелось съесть кекс, но кексов не было."			108	078.jpg	07D87					
ARCHETYPE_HALFWAX	The Archetype			"Фольклористы лунатизма утверждают, что нет никакой прямой связи между сумасшествием и фазами луны."										
LOGFELLA_ALMOSTWAX	The Scythian			"Лесоруб сказал, что он никогда не думал столько много о Гоголите и диких горах Минги Тау."										
				"Он сказал, что, тем не менее, в последнее время призрачное присутствие Гоголита стало его преследовать."										
				"Лесник сказал, что у него мурашки по коже каждый раз, когда в небе зависает Полная Луна и воцаряется Новолуние."										
GIRL_ALMOSTWAX	The Scythian			"Девушка заметила, что начался период растущей луны... Ей захотелось узнать, как много времени пройдёт прежде чем Полная Луна засияет в небе."										
ARCHETYPE_ALMOSTWAX	The Archetype			Луна понемногу растёт с каждым днём... через несколько дней наступит Полнолуние... и что?			165	046.jpg	P4B6A					
LOGFELLA_BRIGHTMOON	The Scythian			"Лесоруб признал, что его собака кажется ему немного ненормальной всякий раз, когда Полная Луна засияет в небе."			135	061.jpg	M6F1I					
GIRL_BRIGHTMOON	The Scythian			"Девушка рассказала о том, как она гуляла во сне по лесу, за час до рассвета, когда в небе сияла Полная Луна."										
				Она говорила о бодрящем утреннем воздухе и невозможном острове посреди безмятежного озера.										
ARCHETYPE_BRIGHTMOON	The Archetype			"Выйди на улицу и посмотри вверх — восхитись Полной Луной, засиявшей на небе!"			95	079.jpg	07D95					
LOGFELLA_ALMOSTWANE	The Scythian			"Лесоруб терпеть не мог слушать сказания и признавал, что они обычно клонят его в сон. Тем не менее, ему было многое известно."										
				"Лесоруб знал всё о Минги Тау, а также, почему это место было известно как Царство облаков."										
				"Он знал, что Минги Тау — это высочайшая гора в мире, ему известном, выше чем даже Олимп, обитель аккинских богов."										
				"Он также знал, что вершина Минги Тау, всегда скрытая облаками, считалась воротами в пучину бесконечности."										
				"Лесоруб никогда не осмеливался даже ступить ногой на населённые ужасами склоны Минги Тау, и он бы никогда этого не сделал."										
GIRL_ALMOSTWANE	The Scythian			"Девушка удивилась, отчего так много грибов выросло прямо перед и после Полнолуния... что тому причиной?"										
ARCHETYPE_ALMOSTWANE	The Archetype			"Луна немного менее ярка, чем вчера, и лунный цикл, похоже, начинает разворот."										
LOGFELLA_HALFWANE	The Scythian			"Лесоруб терпеть не мог слушать сказания и признавал, что они обычно клонят его в сон. Тем не менее, ему было многое известно."										
				"Лесоруб объяснил, что в Скифии и Персии, Минги Тау была известна как Вечная Гора."										
				"Лесоруб рассказал о том, как когда-то давным-давно забытый народ высек храм в живом камне, прямо под Минги Тау."										
				"Лесоруб говорил о подземных коридорах и пещерах, высеченных в живом камне в недрах Минги Тау."										
				"По словам лесоруба, эти пещеры были высечены в древние времена для того, чтобы хранить Мегатом."										
GIRL_HALFWANE	The Scythian			"Девушка сказала, что вышла прогуляться за пределы каменной стены и почувствовала жуткое присутствие Гоголита."			30	080.jpg	V8B04					
ARCHETYPE_HALFWANE	The Archetype			"Лунный цикл сходит на убыль и Новолуние наступит меньше, чем через неделю."										
LOGFELLA_CRESCENTWANE	The Scythian			"Лесоруб терпеть не мог слушать сказания и признавал, что они обычно клонят его в сон. Тем не менее, ему было многое известно."										
				"Лесоруб знал о Гоголите — бессмертном призраке, который скрывался во тьме глубин Минги Тау."										
				"Дровосек говорил о пучине бесконечности, лежащей за пределами нашего понимания, откуда прибыл Мегатом в незапамятные времена."										
				"Он говорил о расе бессмертных космических существ, что зажгли в человечестве искру способности передавать мысленные потоки."										
				Эти бессмертные одарили человечество потенциалом к созданию цивилизации и этим приговорили их к неминуемому вымиранию.										
				"Скифы искали способ отложить надвигающийся конец цивилизации, поэтому они изолировали Мегатом вместе с его бессмертным хранителем."										
				"С тех пор этот бессмертный влачил существование во тьме, и со временем превратился в бессмертного призрака, известного как Гоголит."										
				"Лесоруб, скорее всего, так бы и продолжал нести эту чушь, если бы мы, со всем уважением, не прервали его."										
GIRL_CRESCENTWANE	The Scythian			"Девушка заметила, что луна убывает. Она сказала, что скоро луна совсем исчезнет и воцарится Новолуние."										
ARCHETYPE_CRESCENTWANE	The Archetype			"Лунный цикл почти завершён, Новолуние уже совсем близко."										
DARKMOONLOOMS_ARCHETYPE	The Archetype			"Новолуние наступает, конец лунного цикла уже совсем близко."										
DARKMOONBEGINS_ARCHETYPE	The Archetype			Узрите: Новолуние!			94	076.jpg	I7F69					
DARKMOON_GIRLTHOUGHTS	Girl			Во сне я пришла к поломанному молнией парламенту деревьев и почувствовала присутствие чего-то глубоко священного.										
DARKMOON_LOGFELLATHOUGHTS	Logfella			"Прошлой ночью я слышал звуки ритмичной музыки, пробивающиеся сквозь деревья в лесу позади моей каменной хижины. Что же это такое?"										
DARKMOON_DOGFELLATHOUGHTS	Dogfella			"Гав! Гав! Гав! — Пока я спал, я видел только нежные звенящие пузырьки лесных духов."										
AMPHITHEATRE_OUTRO	The Scythian			Мы восстановили Триединый Треугольник и мы — герои.			164	081.jpg	48G1Q					
RABBITS_3MURDERS	The Scythian			По необъяснимым причинам мы убили трёх беззащитных кроликов.										
RABBITS_7MURDERS	The Scythian			По необъяснимым причинам мы убили семь беззащитных кроликов — это ли не свидетельство расстройства психики?										
RABBITS_13MURDERS	The Scythian			По необъяснимым причинам мы убили 13 беззащитных кроликов.										
RABBITS_17MURDERS	The Scythian			По необъяснимым причинам мы убили 17 беззащитных кроликов. Нас уже не остановить.										
RABBITS_23MURDERS	The Scythian			По необъяснимым причинам мы убили 23 беззащитных кроликов.										
RABBITS_37MURDERS	The Scythian			"По необъяснимым причинам мы убили 37 беззащитных кроликов. Нам стало любопытно, что же случится, если мы продолжим убивать их и дальше."										
RABBITS_53MURDERS	The Scythian			"По необъяснимым причинам мы убили 53 беззащитных кролика. Совершенно очевидно, что мы страдаем обсессивно-компульсивным расстройством."										
RABBITS_91MURDERS	The Scythian			По необъяснимым причинам мы убили 91 беззащитного кролика.										
RABBITS_107MURDERS	The Scythian			"По необъяснимым причинам мы убили 107 беззащитных кроликов. А может, наше кровавое насилие прекратится, если просто перестать считать?"										
ARCHETYPE_CREDITS	The Archetype													
				S:S&S EP — это совместный видеоигровой проект сделанный в Торонто. Связаться с нами и просто потусить можно на swordandsworcery.com										
			Logos/superbrothers	Основная идея придумана студией дизайна Superbrothers Inc. (superbrothers.ca)										
				Песни и некоторые звуки сочинены нашим любимым композитором и рок-звездой Джимом Гатри (jimguthrie.org)										
			Logos/capy	"Разработка игры и другие чудеса выполнены независимой студией по разработке видеоигр, которая называется Capy. (capybaragames.com)"										
			Logos/eightfour	"Японская локализация, маркетинг, пиар и любовь предоставлены 8-4, Ltd. ALL STAFF aka @84Play 8-4.jp"										
				Русская локализация представлена командой с форума zoneofgames.ru										
				* * * ПРЕДСТАВЛЯЕМ КОМАНДУ S:S&S EP * * *										
				"Идея, арт, дизайн, направление и сценарий разработаны представителями Superbrothers Inc. @the1console"										
				"За дизайн, управление проектом, постоянную поддержку и всё прочее отвечал Крис Пиотровски, художественный руководитель Capy. @krispiotrowski"										
				"За систему, архитектуру, интерфейс, движок и прочее отвечал Джон Мур, главный технический программист S:S&S EP из Capy. @buckets187"										
				"Скрипты, боевая система и чудеса реализованы Фрэнки Льюнгом, главным программистом по механике в S:S&S EP из Capy. @mpfTempVar"										
				"За вдохновение, музыку, звуки и душу отвечал Джим Гатри — композитор, легенда и звезда во всех смыслах. @jampants"										
				* * * А ТАКЖЕ * * *										
				"Дровосек озвучен Робертом Эшли, создателем радио-передачи A Life Well Wasted. @robertashley (www.alifewellwasted.com)"										
				Скифка была озвучена фотографом Робин Камминг (robyncumming.com).										
				"Архетипа озвучил Клайв Холден, артист и кинорежиссёр, также известен как @cliveholden. (cliveholden.com)"										
				"Космические звуки Лунного Грота записаны Scientific American, также известными как @scntfc. (scntfc.com)"										
				* * * ПОДДЕРЖКА СО СТОРОНЫ CAPY * * *										
				"Исполнительный продюсер, народный герой, руководитель и стратег — Натан Велья, глава Capy — @Capy_Nathan"										
				"За портирование на ПК, технические вопросы аудио, интеграцию FMOD и множество милых звуков отвечал Шон «Uber» Лориш, соучредитель Capy."										
				"За помощь в управлении и бизнес делах отвечал Мэтт «Juggalord» Репетски, соучредитель Capy."										
				"Герой тестирования, ответственный за качество — Кристиан «Sea Dawg» Майер из Capy, также известен как @fiddler6"										
				"Портирование основы на домашние компьютеры, а также добавление поддержки 1080p выполнены ни кем иным как Хьюбертом Вонгом."										
				"Дополнительная программная поддержка для ПК, Mac и Linux, экспертиза для Steam версии и другая тяжёлая атлетика: Дрю Грэйнж. @firstelder_d"										
				"Некоторые художественные элементы и много улыбок от Super T.i.m.e. Force's Vic «Meow» Nguyen, известном как @cowceda"										
				"Дополнительная проверка качества предоставлена единственным и неповторимым Аароном Ивз, известным как @AaronEves"										
				"Дополнительная проверка качества для ПК-версии предоставлена Филом Сэндхопом, Кристал Эдвардс и Себастьяном Андерссоном из GameInstinct."										
				"Благодарим: Ксавье Ксаден Ксен, Джозеппа Теодора Блокко и Хэнка Хадсона"										
				"Печенья и другие лакомства предоставлены Теей Герлан, известной как @doodlegirl"										
				* * * ПОДДЕРЖКА ОТ SUPERBROTHERS * * *										
				"Связи с общественностью, обмен информацией, обеспечение качества, вдохновение, терпение и моральная поддержка: Джори Болдуин @aurorajorealis"										
				"Бизнес содействие, финансовая поддержка и неослабевающая моральная поддержка предоставлены Маком С. Адамсом, известным как @mackaraja"										
				"Большая большая благодарность Шейле Прешиз, Дэвиду Адамсу, Саре Адамс и Симарону Корпу за то, что держали лодку на плаву в штормовом море."										
				"Мега благодарность Джиму Гатри за то, что совершил вместе с нами этот сумасшедший полет в неизвестное."										
				"А также, другие сэмплы на миллион долларов от Тимоти Мюирхэд."										
				* * * ПОДДЕРЖКА ZONEOFGAMES * * *										
				Перевод на русский язык осуществлён дружной командой с форума ZoneofGames.ru										
				Создатель проекта: Dante02.										
				Главные в жанре великого и могучего: NoiseDoll и hermana.										
				Кириллический художник: NoiseDoll.										
				"Спаситель вселенной и этого проекта в частности, творец исходных кодов: EpicAwsomeCool."										
				"Команда поддержки на Notabenoid.com: vk4881, Jasovez, Alex_ReD."										
				* * * ПОДДЕРЖКА 8-4 * * *										
				Перевод на японский язык от мастера слова Рюта Ядзава aka @lye_										
				"Редактура японской версии, незаменимые советы и бесконечная поддержка: Масахиро Юки aka @You_to_the_ki at Grasshopper Manufacture www.ghm.jp"										
				"Крутейший дизайн логотипа предоставлен POLYGRAPH, aka @polygraph_suwa at www.polygraph.jp"										
				Чудесный японский сайт сделал Джонатан Ламб aka @jonnyram at www.jonnyram.com										
				"И наконец, благодарим японских друзей: @suda_51, Томоаки Такахаси, @eightbear; и авторов ремиксов: @baiyon, @akirayamaoka, Митиру Яманэ, @macotom3 и Decassegui Hip"										
				* * * КАНАДСКИЙ ДОМИНИОН * * *										
			Logos/omdc	Этот проект был осуществлён при финансовой поддержке Ontario Media Development Corporation (OMDC).										
				* * * МЫ ЛЮБИМ ЛЮБИМ ЛЮБИМ ВАС * * *										
				"Хвалебные крики Брэндону Бойеру aka @brandonnn, Мэтью Кумару aka @mathewkumar и Джейсону ДеГрооту aka @jason6955 за выстраивание звезд."										
				"Много любви отсылаем удивительным сообществам Торонто по созданию игр и замечательным людям из The Hand Eye Society, TOJam и Gamercamp."										
				"Семьям и друзьям: мы любим вас и всегда ждём встречи с вами. Как вы поживаете с тех пор, когда мы в последний раз говорили с вами?"										
				"Всем, кто так или иначе поддерживал и воодушевлял этот проект: спасибо вам огромное за ваше терпение, любопытство и веру!"										
				* * * РАЗРАБОТКА * * *										
				"Пиксельная иллюстрация была создана исключительно в программе Promotion от Cosmigo, другие элементы в Illustrator и Photoshop от Adobe."										
				Звуки и песни были созданы с помощью программ MTV Music Generator от Codemasters для PSOne и/или Garageband & Logic Studio от Apple.										
			Logos/FMOD	Звуки и песни были вставлены в проект с помощью FMOD от Firelight Technologies.										
				Dolby и символ double-D — зарегистрированные торговые марки Dolby Laboratories.										
				"Только аудио-решения для ПК, содержащие Dolby® Digital Live требуются для Dolby Digital audio."										
				"DTS® и DTS Digital Surround® это зарегистрированные торговые марки DTS, Inc."										
				"Программный код был написан на C++ и Lua, а также tolua++. Карты и элементы мира созданы с помощью запатентованных инструментов студии Capy."										
				Расчёты лунных фаз и астрономические алгоритмы любезно предоставлены voidware.com/moon_phase.htm										
				"Интерфейсы программирования приложений, задействованные в создании S:S&S EP: twitcurl, tinyxml, libpng/zlib, SDL, cmake, и minizip"										
				"Невозможно сырая, ранняя сборка была подана на Independent Games Festival первого ноября 2009 года."										
				S:S&S EP была анонсирована первого декабря 2009 года.										
				"В начале 2010 года было объявлено, что проект получил награду за «Достижения в искусстве» на IGF Mobile, что было весьма круто."										
				"Первая публичная демонстрация S:S&S EP прошла на встрече Handy Eye Social, прошедшей в Торонто 14 февраля 2010 года."										
				Первая играбельная версия S:S&S EP была представлена друзьям и участникам конференции GDC 2010 в Сан Франциско 9-13 марта 2010 года.										
				"В то же время, в онлайне появилось первое игровое видео из версии, показанной на GDC, что наделало немало шума."										
				"Статья «Less Talk, More Rock: The Native Language of Videogames» была опубликована на сайте Boing Boing в марте 2010, можете нагуглить её."										
				"Потом, на несколько месяцев, проект ушёл в тень, пока мы.. ну, вы понимаете, собственно делали игру. Клик-клик-клик-клик."										
				Представители Superbrothers показали «The Intoxication of Mythology» 22 сентября 2010 года на Fantastic Arcade в Остине.										
				"Джим Гатри, Крис Пиотровски и представители Superbrothers показали «Aiming for Audiovisual Alchemy» на Gamercamp в Торонто."										
				"Потребовалось немного больше времени, чтоб доделать её до конца."										
				"Далее, чтобы подготовить успешный выход игры, был опубликован новый клип «Audience Calibration Procedure» в четверг 24 февраля 2011 года."										
				"И наконец S:S&S EP стала доступна для iPad где-то в районе весеннего равноденствия 2011 года, незадолго до конца света."										
				"Мы устроили MIDSUMMER ROCKSHOWCASE на TIFF Lightbox в Торонто, на котором в живую выступил Джим Гатри с треками из S&S — было круто!"										
				В итоге S:S&S EP издали для iPhone и iPod Touch. И это стало ещё большим праздником.										
				"Спустя месяцы после выхода игры некоторые из нас женились, некоторые развелись, но все мы, в каком-то смысле, двигались дальше."										
				"Джима Гатри пригласили написать саундтрек к документальному фильму Indie Game: The Movie, также известный как @indiegamemovie."										
				"Capy ушли с головой в разработку новых игр, в том числе сногсшибательной SUPER T.I.M.E. FORCE."										
				"Сотрудники из Superbrothers Inc предаются новым мечтаниям. Заходите на TELETEX, чтобы быть в курсе."										
				"S:S&S EP попал в рейтинг «Top 10 Videogames of 2011» Time Magazine, в который также входили такие AAA-проекты как Dark Souls и Skyrim — вау!"										
				"Кирк Гамильтон из Kotaku (@kirkhamilton), присудил саундтреку Джима Гатри премию «The Best Videogame Music of 2011»."										
				S:S&S EP's #sworcery Twitterstorm считался «one of 2011's Biggest Internet Events» по мнению Co.Design и Syzygy.										
				"S:S&S EP выиграла награду «Game Developer's Choice Award» на GDC 2012, обойдя AAA-проекты... что нереально круто."										
				"Джим Гатри записал новый альбом «The Children of the Clone» включающий шедевры, не вошедшие в S:S&S EP."										
				Дальнейшая история окутана туманом. Заходите на swordandsworcery.com и сможете найти больше подробностей!										
				"Это было безумно весело, надеюсь вы тоже в восторге."										
				"Не забудьте присоединиться к THE TELETEX BULLETIN на сайте superbrothers.ca, чтобы быть в курсе последних сведений Superbrothers inc."										
				* * * ТВИТНУТЬ ЭТО? * * *										
				"S:S&S EP планировался как смелый эксперимент в интерактивном кино, что бы под этим не подразумевали."										
				S:S&S EP — это свежий подход к олдскульной приключенческой игре с акцентом на аудиовизуальном стиле.										
				"Вдохновителями S:S&S EP стали работы таких первопроходцев мира видеоигр, как Сигэру Миямото, Джордан Мехнер, Эрик Чахи и Фумито Уэда."										
				S:S&S EP — пылкая мечта 8-битной эпохи.			38	082.jpg	28B24					
				S:S&S EP базируется на мифопоэтической психокосмологии рассказов Роберта И. Говарда в жанре «меч и волшебство».										
				S:S&S EP — это нить в прошлое.			167	083.jpg	18E3V					
				"S:S&S EP — это первая попытка и, да, она немного экспериментальная."										
				Эстетическая концепция S:S&S EP's  — «архетипическая приключенческая видеоигра».										
				S:S&S EP почти всё время косвенно ссылается на увлекательнейшую «Красную книгу» Карла Густава Юнга.										
				"S:S&S EP — это маленькая прикольная штука, которую я до конца не понимаю, но каждый должен в неё поиграть на своих планшетах или ПК."										
				"S:S&S EP — это жёсткое хайку о жизни, любви и смерти."										
				S:S&S EP — это набор мифов и мечтаний.										42
				S:S&S EP была создана для образованной публики широких взглядов.										
				S:S&S EP первоначально должна была быть названа «Poopsock». И это правда.										
				* * * НА ЭТОМ — КОНЕЦ * * *										
				Что же теперь будет дальше? И зачем нужна была эта безумная передача? Что ждёт нас в будущем?										
				"Если желаете заказать плакаты, шмотки, альбомы, игры или ещё что-то, ищите нас в Интернете!"										
				"Если вам понравился этот стиль аудиовизуального развлечения, предложенный S:S&S EP, тогда, пожалуйста, рассказывайте о нас!"										
				"Теперь мы космические друзья навсегда, ок?"			87	084.jpg	L8A48					