id	user	icon	portrait	English	Japanese	Final Notes	pic	Filenames	Codes
GIRL_TONGUES	Girl			Longe das estepes devastadas pela guerra da Cítia, encontramos uma garota de cabelos escuros em uma campina iluminada pelo sol. #helloworld			72	001.jpg	Z0E1Q
				Os montanheses do Cáucaso a chamavam de Samae e ela parecia simpática. #obviously					
SIGN_TADPOL	The Scythian			"""Onde a lareira arde, o lar faz alarde."" #threegutrecords4ever"					
SIGN_WALL	The Scythian			"""Cítia, Ciméria, Assíria e Pérsia, esses são todos reinos dos homens. Mingi Tau é o Reino das Nuvens."""					
SIGN_CHASM	The Scythian			À beira do Precipício Perigoso, encontramos uma rocha gravada com o glifo de uma espada erguida, sob as cores do arco-íris.					
				Nós cítios abominamos os arco-íris. #loathsomerainbows			21	002.jpg	40C27
SIGN_BIRDTREE	The Scythian			Em um caminho secundário que se afastava do antigo caminho, encontramos uma rocha gravada com uma série de símbolos indecifráveis.					
				Entre esses símbolos impossíveis de decifrar, alcançamos a distinguir uns glifos lunares.					
SIGN_BIRDTREEDECIPHERED	The Scythian			Por um caminho secundário, encontramos uma rocha gravada com uma série de glifos lunares que antes não entendíamos.					
				Os glifos falavam de um lugar secreto perto daqui «...onde se pode alterar o humor da lua».					
				Será que é a Gruta Lunar...? #moongrotto #whatisit #itsamystery			205	003.jpg	60D3C
SIGN_WOLF	The Scythian			À beira do antigo caminho, encontramos uma rocha gravada com um par de glifos em forma de espada e escudo. #hinthint			16	004.jpg	T0C4X
SIGN_ANTECHAMBERLEFT	The Scythian			Num corredor subterrâneo, descobrimos uma estátua ominosa, mas não nos preocupamos muito com isso. #lore			29	005.jpg	V0B53
INFO_CROSSMOUNTAINLEFT	The Scythian			Na encosta rochosa de Mingi Tau, uma tumba solitária indica onde termina o caminho de pedras.					
INFO_CROSSMOUNTAINRIGHT	The Scythian			Na encosta rochosa de Mingi Tau, uma tumba solitária indica onde termina o caminho de pedras.					
INFO_RIDGESKULLPOLE	The Scythian			Na crista rochosa a caminho do topo de Mingi Tau, erguia-se um sinistro poste decorado com uma caveira galhada.					
INFO_CROSSRIDGE	The Scythian			Na crista rochosa a caminho do topo de Mingi Tau, uma tumba solitária era um lúgubre lembrete de quantos morreram aqui.					
INFO_MEGATOMESTUCK	The Scythian		adventureUI/megatomeItem	Encontramos o Megatomo apertado entre duas ossudas mãos e sentimos nossa espada estremecer na bainha. #megatome			33	006.jpg	30D6C
DOOR_SIDEBMEADOW	The Scythian			Uma pequena porta sem maçaneta, feita de um material desconhecido. Uma placa diz: «Apenas Pessoal Autorizado».					
DOOR_UPSLOPEWOODS1	The Scythian			Bem no muro de pedra, uma porta trancada bloqueava o antigo caminho para Mingi Tau.					
DOOR_UPSLOPEWOODS3	The Scythian			Uma porta trancada se escondia entre a mata abaixo do antigo caminho que leva a Mingi Tau. #moongrotto					
LOGFELLA_AVATAR			AdventureUI/dudeLogfellaIdle1						
LOGFELLA_INTRO_ADV	Logfella	AdventureUI/tweetIconBabelBook		O lenhador lenhava lenha. #obviously #woodchopping			71	007.jpg	70E70
				Os montanheses do Cáucaso o chamavam de Troncadeiro e ele parecia agradável.					
				Conhecia bem nossa funesta missão e concordou em nos guiar pelo antigo caminho.					
				Mesmo assim, ficou claro que ele não estava nada empolgado com isso.					
LOGFELLA_TADPOL_WAITING	Logfella	AdventureUI/tweetIconBabelBook		O lenhador nos esperou para prosseguir pelo antigo caminho.			12	008.jpg	U0D88
LOGFELLA_INTRO_CHASM	The Scythian	AdventureUI/tweetIconBabelBook		Atravessamos o abismo e não vamos mentir, nos sentimos demais.			22	009.jpg	L0B9S
			adventureUI/megatomeItem	Contamos a Troncadeiro que buscávamos um pesado livro de sinistra magia conhecido como o Megatomo.					
			adventureUI/megatomeItem	Estava oculto além do Precipício Perigoso, em algum lugar nas trevas sob Mingi Tau.					
			adventureUI/megatomeItem	Decidimos buscá-lo e depois escapar com vida.					
LOGFELLA_BEFOREWALL	The Scythian		AdventureUI/keyItem	O lenhador confirmou que ele tinha a única chave da porta trancada no muro de pedra.					
			AdventureUI/keyItem	Era uma chave realmente bonita.					
				Estávamos prontíssimos para manter pressionado o caminho e nos remexer, remexer, remexer!					
LOGFELLA_POSTTONGUE	The Scythian		adventureUI/megatomeItem	Troncadeiro ia ficar aqui esperando até que voltássemos com o Megatomo.					
LOGFELLA_HINT_SITTINGDOWN	The Scythian	AdventureUI/tweetIconBabelBook		Troncadeiro escolheu relaxar em um abrigo de pedra perto do Precipício Perigoso.					
				Parecia saber tudo sobre o odioso arco-íris e o glifo que representava uma espada apontando para o céu.					
				E mesmo assim, não deu nenhuma pista sobre o que fazer, o que, a bem da verdade, nos deixou meio atravessado.					
LOGFELLA_WOLF_HINT	The Scythian	AdventureUI/tweetIconBabelBook		O lenhador tinha visto algum tipo de monstro assustador e decidiu deixar que nós cuidássemos disso.			26	010.jpg	Q1B00
LOGFELLA_DOWNSLOPE	The Scythian		adventureUI/megatomeItem	Recuperamos o Megatomo e Troncadeiro estava completamente pronto para 'remexer, remexer' até seu refúgio seguro.					
				Apesar da tempestade que se formava, uma canção começou a brotar em nosso coração.					
LOGFELLA_CABINMEGATOME	The Scythian	AdventureUI/tweetIconBabelBook		À luz da tempestade iminente, Troncadeiro admitiu que sentia um frio na espinha.					
				Será que ele estava tentando nos assustar de propósito? #yes #no #maybe					
				De qualquer forma, o mais sensato era ficar no abrigo por um tempo.					
QUESTCOMPLETE_MEGATOME			adventureUI/megatomeItem	Conseguimos o Megatomo! Somos os mais espertos. #gotmegatome			40	011.jpg	81C1E
GIRL_AVATAR			AdventureUI/dudeDaughterIdle1						
ARCHETYPE_AVATAR			AdventureUI/dudeArchetypeIdle1						
ARCHETYPE_TUTORIAL	The Archetype	AdventureUI/tweetIconInfo							
	The Archetype			Senhoras e senhores, que tal tocarem nestes dois pequenos espíritos silvanos para calibrar o seu sistema de som estéreo?					
	The Archetype			Desde nossa experiência anterior em 2011, constatamos que as redes sociais têm um impacto prejudicial na sociedade.					
				Nesta ocasião, promovemos o isolamento e a reflexão cheia de arrependimento.					
				Agradecemos sinceramente por você ter decidido participar deste tratamento experimental para a aflição profunda da alma.					
				Você verá que esta primeira sessão de S:S&S EP é bastante simples e geralmente dura entre 15 e 30 minutos.					
				Tudo pronto? Pressione 'jogar' e vamos lá!					
ARCHETYPE_TUTORIAL_NOTWITTER	The Archetype	AdventureUI/tweetIconInfo							
	The Archetype			Senhoras e senhores, que tal tocarem nestes dois pequenos espíritos silvanos para calibrar o seu sistema de som estéreo?					
	The Archetype			Desde nossa experiência anterior em 2011, constatamos que as redes sociais têm um impacto prejudicial na sociedade.					
				Nesta ocasião, promovemos o isolamento e a reflexão cheia de arrependimento.					
				Agradecemos sinceramente por você ter decidido participar deste tratamento experimental para a aflição profunda da alma.					
				Você verá que esta primeira sessão de S:S&S EP é bastante simples e geralmente dura entre 15 e 30 minutos.					
				Tudo pronto? Pressione 'jogar' e vamos lá!					
ARCHETYPE_FOUNDATION	The Archetype			S:S&S EP não busca proporcionar a experiência transcendental, mas simplesmente pretende liberar o sistema nervoso de seus padrões habituais.					
				Outro aspecto do Ambiente é o cultural: as noções que predominam sobre realidade e normalidade. Evitaremos essa discussão por enquanto.					
				O 'Ambiente' abrange o conforto, a segurança e o calor do local onde a experiência ocorre.					
				Descobrimos que um indivíduo relaxado e curioso é mais propenso a ter uma experiência agradável com S:S&S EP.					
				A 'Preparação' é o estado mental e a personalidade que você traz para a experiência: pensamentos, estados de ânimo e expectativas.					
				Vamos falar sobre a Preparação e o Ambiente para uma experiência positiva com esta obra altamente psicoativa: Superbrothers: Sword & Sworcery EP.					
				A consciência expandida, o potencial ilimitado e inexplorado da mente, é o que chamamos de 'Espadância' em Superbrothers. #sworcery					
				A 'Espadância' é a técnica psiónica que permite perceber uma realidade dentro daquela que você já conhece.					
				Para parar a Canção da Espadância, toque duas vezes na aura que envolve A Citiana.					
				Depois de entoada, deslize a aura para olhar ao redor.					
				Para entoar a Canção da Espadância, mantenha pressionado sobre A Citiana até a aura aparecer.					
				Como vê, o Megatomo coleta transmissões de pensamento linguístico. Role para ver meus pensamentos prévios.					
ARCHETYPE_MEGATOMETUTORIAL	The Scythian		adventureUI/megatomeItem	"""Muito bem, você aprendeu a Canção da Espadância e agora o inescrutável poder do Megatomo é seu."""			47	012.jpg	31E2F
			adventureUI/megatomeItem	"""O Megatomo intercepta transmissões de pensamento linguístico e contém pistas para sua funesta missão."""					
			adventureUI/megatomeItem	"""Algo me passa pela mente agora... Que tal abri-lo e descobrir o que está oculto em minha mente?"""					
				"""Procure um triângulo branco no canto superior direito; toque nele e equipe-o para revelar o oculto."""					
LOGFELLA_STORM	The Scythian			Troncadeiro parou de cortar lenha devido à sinistra tempestade. #wetboots					
			adventureUI/megatomeItem	Nos lembrou que a tempestade havia estourado logo depois que recuperamos o Megatomo sob Mingi Tau.					
				Será que ele estava sutilmente insinuando que devíamos tentar dissipar a tempestade? #yes #no #maybe					
GIRL_STORM	The Scythian			Samae, a garota de cabelos escuros, era consumida pela melancolia. #woe					
			gourd/gourd	Desde que a tempestade estourou, ela observava as melódicas espumas dos espíritos silvanos adormecidos nas florestas próximas.					
			gourd/gourd	Perguntou-se se os três espíritos poderiam ajudar a dissipar a tempestade. #yes					
			gourd/gourd	Pediu que investigássemos as espumas que borbulhavam na insondável lagoa diante da cabana.					
			gourd/gourd	Mencionou um espírito em uma campina próxima e outro em um ninho curioso onde três pássaros cantores se abrigavam da chuva.					
			gourd/gourd	Pediu que buscássemos as espumas desses três espíritos e os enviássemos ao céu com a Canção da Espadância.					
ARCHETYPE_SWORCERY	The Archetype			"""Chegou a hora de aprender a Canção da Espadância, uma técnica de expansão da consciência que revela uma dimensão musical mística."""					
			gourd/gourd	"""Mantenha a calma e siga minhas instruções para despertar o espírito silvano que dorme nas águas frescas da insondável lagoa."""					
ARCHETYPE_TADPOLES	The Archetype			Era evidente que o homem estranhamente vestido esperava que fizéssemos algo, mas não tínhamos ideia do que.					
			gourd/gourd	"""Você vê as melódicas espumas na insondável lagoa? Um espírito silvano dorme ali e você deve despertá-lo."""					
			gourd/gourd	"""Mantenha pressionado sobre A Citiana para entoar a Canção da Espadância e revelar uma realidade oculta."""					
			gourd/gourd	"""Guie as duas pequenas criaturas nadando em direção ao local onde o espírito dorme e envie-as ao céu com três toques de Espadância."""			49	013.jpg	61D3A
GIRL_LOSTKEY	The Scythian			Samae se abrigava da chuva sob o amplo telhado de madeira do poço.					
				Ela abandonou o conforto do fogo na cabana porque, aparentemente, Troncadeiro estava surtando.					
INFO_BIRDEYESCULPTURE	The Scythian			Na campina, avistamos a imponente escultura de um 'pássaro zangado'. #subtlereference			6	014.jpg	F1D48
INFO_MEADOWSHEEP	The Scythian			Na campina, observamos algumas ovelhas inúteis vadiando. #worthlesssheep					
INFO_CABINSHEEP	The Scythian			Outra ovelha inútil, por que continuamos olhando para elas? #worthlesssheep					
INFO_MEADOWSUN	The Scythian			Lembramos vividamente de quão incrível o sol parecia naquele primeiro dia de primavera.					
INFO_MEADOWGATE	The Scythian			Na campina, topamos com um impenetrável portão de ferro que bloqueava uma vasta caverna.					
INFO_MEADOWGATEACTIVE	The Scythian			Na campina, observamos um portão e tivemos a sensação de que talvez pudéssemos abri-lo de alguma forma.					
INFO_MEADOWGATETRIGONACTIVE	The Scythian			Sobre o portão de ferro, distinguimos um troço com a forma do Trígono Dourado. Será que reagiria à nossa Canção da Espadância?					
INFO_MEADOWGATETRIGON	The Scythian			Sobre o portão de ferro, notamos um troço.					
INFO_LOCKEDDOORSTONEWALL	The Scythian			Uma porta trancada no muro de pedra bloqueava o antigo caminho para Mingi Tau e, aparentemente, a chave estava perdida nos sonhos.					
INFO_LOOMINGBIRDSCULPTURES	The Scythian			Na campina, avistamos a imponente escultura de um 'pássaro zangado'. #subtlereference					
INFO_MEADOWSUNSTICK	The Scythian			Na campina, reparamos em um cajado de formato estranho.					
INFO_CABINWELL	The Scythian			Avistamos um poço de construção sólida com um amplo telhado de madeira.					
INFO_UNWELLWELL	The Scythian			O poço soltou um soluço. #unwell #well					
INFO_WELLNESS	The Scythian			Tudo está bem quando acaba bem. #unwell #well #wellness					
INFO_WELLWHITESTAG	The Scythian			VIDA LONGA À 'NOVA CARNE'.					
ARCHETYPE_UNWELLWELLOUTRO	The Archetype								
INFO_CABINCHIMNEY	The Scythian			Diante de uma insondável lagoa, descobrimos uma robusta cabana de pedra com um telhado de palha.					
INFO_CABINWOODPILE	The Scythian			Perto da cabana, encontramos uma pilha de lenha, nada de mais.					
INFO_SPUME	The Scythian			Localizamos as sutis e melódicas espumas de um espírito silvano adormecido. E agora... como despertá-lo?					
INFO_NESTBOX	The Scythian			Descobrimos um ninho curioso, agora lar de uma 'colmeia de escória'.			13	015.jpg	B1C5F
INFO_NESTBOXWEATHERED	The Scythian			Vimos um ninho desgastado com uma inquietante semelhança a um rosto.					
INFO_FLAGPOLELOGBRIDGE	The Scythian			Sobre uma ponte de toras no antigo caminho, erguia-se um sinistro mastro decorado com caveiras.					
INFO_GOLDTRIGONALTAR	The Scythian			Além da vasta caverna na campina, em uma clareira isolada, avistamos um conjunto estranho de estruturas de pedra.					
			Archetype/trifecta	...Era esta a Clareira Trigônica? #trigongrove			93	016.jpg	B1D6J
			triangle/Triangle	Junto à primeira estrutura pensamos no Trígono Dourado e sentimos nossa espada estremecer na bainha.					
INFO_DARKTRIGONALTAR	The Scythian			Na Clareira Trigônica, encontramos outra estrutura de pedra, velha e coberta de musgo. #darkmoontrigon					
				Nos perguntamos o que aconteceria se a golpeássemos com nossa espada.					
INFO_BRIGHTTRIGONALTAR	The Scythian			Na Clareira Trigônica, descobrimos outra estrutura de pedra com um glifo circular que representava a Lua Radiante. #brightmoontrigon					
				Nos perguntamos o que aconteceria se a golpeássemos com nossa espada.					
INFO_STONEHEAD	The Scythian			No Precipício Perigoso, notamos uma escultura de cabeça familiar esculpida na rocha com a boca escancarada.			24	017.jpg	61B76
INFO_STONEHEADSHUT	The Scythian			No Precipício Perigoso, distinguimos uma escultura de cabeça esculpida na rocha que nos parecia familiar.					
INFO_STONEHEADFLAGPOLE	The Scythian			Sobre uma grande escultura esculpida na rocha, erguia-se um sinistro mastro decorado com caveiras ou algo assim.					
INFO_CHASMSTONESHELTER	The Scythian			Perto do Precipício Perigoso, avistamos um impressionante dólmen com dois confortáveis assentos de pedra.			25	018.jpg	O1C8M
INFO_SKULLPOLE	The Scythian			Sobre uma ponte oscilante, erguia-se um sinistro poste decorado com uma caveira galhada.					
INFO_TRIFECTASYMBOL	The Scythian			Sobre a entrada esculpida na rocha do templo da montanha, notamos uma representação pictórica da Tríade Trigônica.					
INFO_MOUNTAINGATE	The Scythian			No interior do templo da montanha, avistamos um impenetrável portão de ferro, além do qual vimos a nublada paisagem montanhosa de Mingi Tau.					
INFO_MOUNTAINGATETRIGON	The Scythian			No interior do templo da montanha, sobre uma passagem alta, notamos três estranhas formas triangulares.					
INFO_MOUNTAINGATETRIGONACTIVE	The Scythian			No interior do templo da montanha, sobre uma passagem alta, distinguimos o símbolo da Tríade Trigônica.					
INFO_CABINRECORD	The Scythian			Dentro da cabana, sobre o fogo, reparamos em um pequeno trambolho redondo. #theballadofthespacebabies			46	019.jpg	P1D99
INFO_CABINHEARTH	The Scythian			Dentro da cabana, o fogo crepitava tranquilamente, proporcionando um calor reconfortante.					
INFO_CABINSEAT	The Scythian			Dentro da cabana, em ambos os lados do fogo, observamos dois rústicos assentos de madeira.					
INFO_GOGOLITHICMASS	The Scythian			Nas trevas sob Mingi Tau, notamos uma caveira galhada a flutuar.					
INFO_MEGATOMBTRIFECTA	The Scythian			Nas trevas sob Mingi Tau, distinguimos uma representação pictórica da Tríade Trigônica.					
INFO_ROCKSHOWGIRL	The Scythian			No show de rock, encontramos Samae e nos pareceu que ela sussurrou algo como 'Fogo, caminhe comigo'.					
INFO_ROCKSHOWSKOLOTOI	The Scythian			No show de rock, notamos um daqueles esqueletos vibrando ao ritmo sinistro.					
INFO_ROCKSHOWJIM	The Scythian			Encabeçando o show de rock, vimos o misterioso músico conhecido como Jim Guthrie.			160	020.jpg	T2G03
INFO_ROCKSHOWBOOR	The Scythian			No show de rock, avistamos o Patife Grisalho exibindo seu estilo nudista.			121	021.jpg	E2G15
INFO_ROCKSHOWCROWD	The Scythian			No show de rock, observamos uma multidão considerável de senhoras e senhores.					
INFO_ROCKSHOWARCHETYPE	The Scythian			No show de rock, distinguimos o personagem conhecido como O Arquétipo e nos perguntamos o que ele estava tramando com tudo isso.					
INFO_TRIGONGROVESKULLSTICK	The Scythian			Um sinistro poste decorado com uma caveira galhada conecta este lugar ao espectro imortal que espreita sob Mingi Tau.					
GRAVE_TRIGONGROVE	The Scythian			Na Clareira Trigônica, além da vasta caverna na campina, uma tumba solitária despertou nossa curiosidade.					
GRAVE_TRIGONGROVEGHOST	The Scythian			Na Clareira Trigônica, além da vasta caverna na campina, junto a uma tumba solitária, um fantasma resplandecente nos recebeu.					
				A bem da verdade, nos assustou bastante no início.			96	022.jpg	T2B2H
			adventureUI/megatomeItem	Ao ver nossa vestimenta citiana e o Megatomo, perguntou se entendíamos seus enigmáticos símbolos.					
				Num sussurro, ele pronunciou o nome do espectro imortal que havíamos despertado nas trevas sob Mingi Tau: a Massa Gogolítica.			166	023.jpg	O2B39
				Conhecíamos esse nome temível das velhas histórias e sentimos nosso sangue gelar.					
				"""Até agora, tive a impressão de que a Massa Gogolítica não te levava a sério."""					
			triangle/Triangle	"""Agora que você aprendeu a Canção da Espadância e dominou o Trígono Dourado, cada passo seu estará amaldiçoado."""					
				Não ficou claro se o fantasma nos animava ou tentava nos assustar.					
				Revelamos ao fantasma nossa intenção de detonar o Megatomo no topo de Mingi Tau e libertar a Massa Gogolítica de sua imortalidade.					
			Archetype/trifecta	Perguntamos a ele sobre a Tríade Trigônica e a localização dos trígonos restantes, mas sua resposta foi irritantemente ambígua.					
				"""Os trígonos restantes existem apenas nos sonhos dos montanheses do Cáucaso."""			43	024.jpg	82E45
				"""Localizar os trígonos restantes não é uma questão de onde, mas de quando e como."""					
				Sem dúvida, o fantasma resplandecente disse muitas coisas confusas que não ajudaram em nada.					
GRAVE_LOGBRIDGE	The Scythian			Em um matagal à beira do antigo caminho, umas tumbas despertaram nossa curiosidade.					
GRAVE_LOGBRIDGEGHOST	The Scythian			Em um matagal à beira do antigo caminho, junto a umas tumbas, conhecemos alguns fantasmas que pareciam amigáveis.			116	025.jpg	62B55
				O fantasma resplandecente que falou era um gigante que conhecíamos das velhas histórias, cujo famoso retrato exigia obediência. #andre					
			Archetype/trifecta	"""No ano passado, antes das festas de Yule, juntei a galera e partimos para remontar a Tríade Trigônica."""					
				"""Tínhamos ouvido falar da entrada para o Remoinhado Infinito no topo de Mingi Tau e achamos que seria algo legal de se ver."""					
			triangle/Triangle	"""Enfim, domamos o Trígono Dourado e demos uma olhada na Clareira Trigônica antes de sair para procurar o Trígono da Lua Radiante."""					
				"""Achar o Trígono da Lua Radiante não deu muito certo... nos perdemos totalmente, pra ser sincero."""					
				"""Aos poucos, percebemos a importância do ciclo lunar e sua influência nos espíritos que dormem nos reinos do crepúsculo."""					
				"""Então nos sentamos aqui para observar o humor da lua e aprender quando estar onde e como."""			7	026.jpg	Q2D6P
				"""Morremos de tédio esperando que o humor da lua mudasse."""					
				"""Bem, na verdade, morremos por causa de uma briga que tivemos por puro tédio."""					
				"""Prefiro não entrar em detalhes, se não se importar."""					
				"""Acontece que um de nós era um trapaceiro inveterado, e o pegamos com a boca na botija."""					
				"""Estourou uma briga e o trapaceiro fugiu pelo antigo caminho em direção ao Precipício Perigoso."""					
				"""Ficamos ali pensando no que fazer... quando, de repente, a Massa Gogolítica apareceu... credo!"""			113	027.jpg	62B75
GRAVE_CHASM	The Scythian			Ao fio do Precipício Perigoso, uma tumba solitária despertou nossa curiosidade.					
GRAVE_CHASMGHOST	The Scythian			Ao fio do Precipício Perigoso, junto à tumba solitária do trapaceiro inveterado, conhecemos um velho fantasma resplandecente.					
			Archetype/trifecta	"""No ano passado, antes das festas de Yule, André, 'O Gigante', juntou a galera e partimos para remontar a Tríade Trigônica."""					
				"""Os outros membros da galera foram enterrados em um matagal à beira do antigo caminho, junto à ponte de toras."""					
			triangle/Triangle	"""Localizamos e domamos o Trígono Dourado com bastante facilidade, mas depois disso ficamos completamente parados."""					
				"""Procuramos pelo Trígono da Lua Radiante, então decidimos nos sentar e observar o céu, esperando o humor da lua mudar."""					
				"""Foi super chato. Eu não estava disposto a esperar dias e dias até que a Lua Radiante pairasse."""					
				"""Deixei esses otários vagarem sem rumo enquanto eu mergulhava mais a fundo esta armadilha lógico-lunar."""					
				O velho fantasma resplandecente contou que trapaceou ao sair de S:S&S EP e alterar a data e hora de seu dispositivo.					
				Descreveu o quão incômodo foi o processo, mas nos disse que isso lhe permitiu alterar o humor da lua!					
				"""O fato é que desde que trapaceei, fiquei com um remorso à flor da pele e, para falar a verdade, acabei morrendo de vergonha."""					
GRAVE_HOLLOW	The Scythian			Dentro de uma titânica árvore oca, uma tumba solitária despertou nossa curiosidade.					
GRAVE_HOLLOWGHOST	The Scythian			Dentro de uma titânica árvore oca, junto a uma tumba solitária, um fantasma audacioso surgiu cantando uma rima maluca.			117	028.jpg	E2A80
				"""Observe o humor da lua sem hesitar, e saberá quando estar, onde agir e como lá chegar."""					
				"""E fique tranquilo, não quero assustar ninguém; é que brilhar assim faz parte de quem sou também."""					
GRAVE_HOLLOWGHOSTSPRITES	The Scythian			Dentro de uma titânica árvore oca, junto a uma tumba solitária, um fantasma audacioso surgiu cantando uma rima maluca.			117	028.jpg	E2A80
				"""Atrás de ti, no caminho encoberto, encontre as espumas melódicas com olhar desperto."""					
				"""Cinco espíritos silvanos envie ao céu em ascensão; obrarão um milagre de fulgor e amplidão, e o Trígono buscado virá em revelação."""					
GRAVE_HOLLOWGHOSTTRIGON	The Scythian			Dentro de uma titânica árvore oca, junto a uma tumba solitária, um fantasma audacioso surgiu para nos contar algumas coisas.			117	028.jpg	E2A80
				"""Busque um sinal dos espíritos silvanos e entoe a Canção da Espadância no local para revelar um trígono oculto."""					
GRAVE_HOLLOWGHOSTTRIGONCOMPLETE	The Scythian			Dentro de uma titânica árvore oca, junto a uma tumba solitária, um fantasma audacioso surgiu para nos contar algumas coisas.			117	028.jpg	E2A80
				"""A canção do trígono terminou por enquanto. Pergunto-me quando a ouvirei novamente."""					
LOGFELLA_LOSTKEY	The Scythian			O lenhador aflito conhecido como Troncadeiro surtava totalmente.					
			AdventureUI/keyItem	Parece que ele perdeu a chave da porta trancada no muro de pedra que bloqueia o antigo caminho para Mingi Tau.					
				E pensamos, com um suspiro: 'Outra missão de busca? Fala sério, né?'.					
				Ele nos contou que estava sentado bem ali quando caiu em um profundo sono.					
			AdventureUI/keyItem	Troncadeiro nos explicou que achava ter perdido sua chave no reino crepuscular dos sonhos.					
				Já tínhamos ouvido falar dos estranhos sonhos dos montanheses do Cáucaso de cabelo escuro, então isso fez todo o sentido para nós.					
				Troncadeiro nos convidou para aquecer nossas botas junto ao fogo para sonhar ao seu lado.			63	029.jpg	U2C92
ARCHETYPE_LOSTKEYTHOUGHTS	The Archetype			Pensamos na vigília e na psicocosmologia mitopoética dos sonhos como estados separados, mas eles interagem de forma curiosa.					
				O limiar da liminaridade é um espaço entre a vigília e os sonhos onde o pensamento direcionado é impossível.			56	030.jpg	13A0A
				Procure um lugar acolhedor e deixe o sono envolvê-lo para descobrir o limiar da liminaridade.					
ARCHETYPE_LOSTKEYCLUE	The Archetype		AdventureUI/keyItem	Que tal sentar-se junto ao fogo na cabana e atravessar o limiar da liminaridade para encontrar a chave perdida de Troncadeiro?			55	031.jpg	23C1X
GIRL_LOSTKEYTHOUGHTS	Girl	AdventureUI/tweetIconGourd		Nossa, o Troncadeiro está surtando... O que será que ele tem? Melhor eu sair e deixá-lo em paz.					
				Vi A Citiana entoar a Canção da Espadância e enviar três espíritos silvanos ao céu. Será que eles ajudarão a dissipar a tempestade?					
LOGFELLA_MORELOSTKEYTHOUGHTS	Logfella			Espero que A Citiana possa encontrar minha chave... eu a perdi na margem arenosa de um aprazível lago.			62	032.jpg	U3A20
LOGFELLA_LOSTKEYTHOUGHTS	Logfella			Ah, que pena, como odeio essa chuva... Como odeio ter as botas molhadas... Como queria voltar a cortar lenha.					
				Droga! Onde foi parar minha chave? Estou tão chateado e envergonhado que não consigo me acalmar!					
LOGFELLA_FOUNDKEY	The Scythian		AdventureUI/keyItem	Troncadeiro sentiu-se aliviado de verdade por termos recuperado sua chave perdida do reino crepuscular dos sonhos.					
				O lenhador quis saber como nos tornamos tão espertos e perguntou sobre nossa funesta missão.					
				Contamos a ele como crescemos nas estepes ao lado de nossas valentes irmãs e irmãos cítios.					
				Explicamos a Troncadeiro por que vagávamos por aquela montanha deserta e como éramos guiados pelo dedo de um Deus onisciente.					
			adventureUI/megatomeItem	Revelamos também o que suspeitávamos que os enigmáticos símbolos dentro do Megatomo poderiam significar.					
			gourd/gourd	Intuíamos que ainda precisávamos despertar mais alguns espíritos silvanos para dissipar a tempestade.			104	033.jpg	W3D3G
			triangle/Triangle	Em um sussurro, falamos de nossa intenção de encontrar e domar a geometria cósmica conhecida como o Trígono Dourado.					
				Mas ficou claríssimo que o lenhador já não prestava atenção.					
			AdventureUI/keyItem	Decidimos ficar com a chave e seguir pelo antigo caminho, além do muro de pedra.					
LOGFELLA_FOUNDKEYWAKEUP	The Scythian		AdventureUI/keyItem	Perguntamos ao lenhador se podíamos ficar com a chave e ele achou legal.					
GIRL_FOUNDKEY	The Scythian			Em uma trilha lateral, encontramos Samae, completamente encharcada pela chuva.					
			gourd/gourd	Ela ouvira as sutis e melódicas espumas dos espíritos silvanos além do muro de pedra, no antigo caminho para Mingi Tau.					
